year,Code,box,catch_tons,Name,Long Name,guild
2017,COS,45,6.5036048213105895,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,46,0.017661794228327955,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,47,0.08350882739010891,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,48,0.026652827668656894,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,49,0.0023917399625357177,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,50,1.2256019789526948,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,51,0.009694688248778964,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,52,0.0077237435116205636,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,53,1.0656504837253657,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,54,0.061165771620252184,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,55,1.8012295376409073,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,56,0.6311914548442981,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,57,11.901430067285643,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,58,2.200568267549409,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,59,1.7871292618243184,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,60,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,61,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,62,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,63,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,64,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,65,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,66,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,67,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,68,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,69,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,70,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,71,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,72,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,73,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,74,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,75,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,76,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,77,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,78,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,79,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,80,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,81,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,82,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,83,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,84,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,85,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,86,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,87,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,88,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COY,0,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,1,0.5929709463600558,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,2,0.4414395056518571,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,3,0.41972976143861473,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,4,0.00543230092313914,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,5,0.5324753523495603,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,6,0.48333003692009496,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,7,0.36408351133151406,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,8,0.9321762907380398,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,9,11.011825831804298,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,10,0.9494589280200493,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,11,2.802396199097107,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,12,0.8149250445020599,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,13,0.29819401366889003,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,14,0.3168327215444231,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,15,0.06755963406765271,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,16,0.25992037732572953,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,17,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,18,0.841797478969733,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,19,0.34962560403949305,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,20,12.158321698793829,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,21,0.011686970158029773,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,22,0.3604755167919744,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,23,0.9963404607351836,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,24,0.5861198800351897,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,25,0.40892534719029994,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,26,66.62883810341089,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,27,4.564461879230261,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,28,1.244352478362505,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,29,0.12478578089100374,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,30,0.02727051329374907,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,31,0.0375998006259408,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,32,0.3251295116719131,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,33,0.02301123724880325,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,34,4.552981083409113,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,35,13.387505302850617,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,36,6.319394293186886,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,37,31.853254006715947,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,38,4.997926954848454,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,39,10.910962667270946,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,40,1.964311027092301,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,41,2.828424828412289,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,42,1.0481121774665398,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,43,5.467819034029811,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,44,0.09911382327394667,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,45,25.886810107425124,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,46,0.07651122680652989,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,47,0.33854430344798553,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,48,0.11229033546837752,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,49,0.015745249850259727,CohoOY_Fish,Coho other Yearling,Salmon
